,County,State,Age.Percent 65 and Older,Age.Percent Under 18 Years,Age.Percent Under 5 Years,Education.Bachelor's Degree or Higher,Education.High School or Higher,Ethnicities.American Indian and Alaska Native Alone,Ethnicities.Asian Alone,Ethnicities.Black Alone,Ethnicities.Hispanic or Latino,Ethnicities.Native Hawaiian and Other Pacific Islander Alone,Ethnicities.Two or More Races,Ethnicities.White Alone,"Ethnicities.White Alone, not Hispanic or Latino",Income.Median Houseold Income,Income.Per Capita Income,Income.Persons Below Poverty Level,Population.2014 Population,Population.Population per Square Mile
1348,Kittson,MN,22.5,21.6,5.2,20.7,88.8,0.5,0.4,0.4,2.0,0.0,0.7,98.0,96.3,48875,26927,9.8,4435,4.1
1349,Koochiching,MN,21.8,18.9,4.0,17.2,89.3,2.5,0.4,0.7,1.3,0.0,1.7,94.6,93.7,41108,26045,14.1,12856,4.3
1350,Lac qui Parle,MN,24.9,20.4,5.2,17.6,91.3,0.3,0.8,0.3,2.0,0.1,1.0,97.5,95.8,48468,28014,8.0,6891,9.5
1351,Lake,MN,24.6,18.8,5.0,21.5,93.9,0.6,0.4,0.5,1.5,0.0,1.3,97.2,95.8,46939,27883,13.6,10680,5.2
1352,Lake of the Woods,MN,22.0,18.4,4.5,13.8,89.7,0.9,1.2,0.3,1.5,0.0,2.2,95.4,94.1,44069,21903,7.9,3918,3.1
1353,Le Sueur,MN,16.0,24.5,5.7,22.3,90.2,0.4,0.7,0.6,5.7,0.0,1.1,97.1,91.7,58922,27793,8.8,27770,61.7
1354,Lincoln,MN,24.9,22.4,5.5,18.9,91.3,0.3,0.4,0.2,1.9,0.1,0.8,98.3,96.6,47861,26767,8.7,5788,11.0
1355,Lyon,MN,14.4,24.8,7.2,26.9,91.7,0.7,3.3,2.5,6.4,0.0,1.5,92.0,86.3,49594,26028,14.4,25665,36.2
1356,McLeod,MN,17.4,23.8,6.1,17.7,90.8,0.4,0.7,0.7,5.4,0.1,0.9,97.2,92.3,55170,26824,8.5,35882,74.6
1357,Mahnomen,MN,16.8,30.6,10.2,13.3,85.0,41.7,0.1,0.5,3.2,0.0,9.0,48.6,47.9,40282,19517,26.2,5505,9.7
1358,Marshall,MN,20.0,22.9,6.1,17.5,87.9,0.8,0.3,0.4,4.1,0.0,1.0,97.5,93.9,52198,26834,7.9,9417,5.3
1359,Martin,MN,21.7,21.6,5.4,18.5,88.4,0.4,0.7,0.6,3.8,0.0,1.0,97.3,93.9,48530,26472,10.7,20220,29.3
1360,Meeker,MN,18.0,24.7,6.2,17.7,90.6,0.3,0.4,0.6,3.4,0.1,0.9,97.8,94.8,53904,25665,10.2,23107,38.3
1361,Mille Lacs,MN,18.0,24.3,6.4,15.0,88.7,6.0,0.5,0.5,1.8,0.0,1.8,91.1,89.9,47862,22891,13.9,25884,45.6
1362,Morrison,MN,17.5,23.5,6.0,16.0,88.6,0.3,0.5,0.5,1.5,0.0,1.2,97.4,96.2,47649,23753,12.6,32810,29.5
1363,Mower,MN,17.6,25.0,6.9,16.6,87.2,0.5,2.3,3.4,11.2,0.2,1.5,92.1,81.7,46004,24990,16.3,39323,55.1
1364,Murray,MN,23.9,21.7,5.8,16.5,90.1,0.2,1.1,0.4,3.6,0.4,1.1,96.7,93.7,52160,27450,10.6,8470,12.4
1365,Nicollet,MN,13.9,21.9,5.6,32.1,93.4,0.4,1.5,2.4,4.2,0.0,1.4,94.3,90.5,60115,26674,10.6,33093,73.0
1366,Nobles,MN,15.7,26.4,8.1,14.5,78.7,1.4,6.4,4.4,26.3,0.2,1.4,86.2,62.1,48208,22598,16.0,21590,29.9
1367,Norman,MN,21.8,23.2,5.3,14.3,88.6,2.2,0.5,0.5,4.9,0.1,2.6,94.1,89.7,45389,23707,13.1,6639,7.9
1368,Olmsted,MN,14.0,24.7,7.1,40.1,94.3,0.3,6.2,5.7,4.5,0.1,2.1,85.7,81.7,66252,34073,8.0,150287,220.8
1369,Otter Tail,MN,22.5,21.4,5.8,22.4,90.0,0.7,0.6,1.1,3.1,0.1,1.3,96.2,93.5,48961,26400,11.7,57635,29.1
1370,Pennington,MN,16.4,23.1,6.7,16.1,89.8,1.9,0.9,1.3,3.4,0.0,1.8,94.0,91.4,45633,24554,10.9,14058,22.6
1371,Pine,MN,18.4,20.6,4.9,13.5,88.5,3.2,0.6,2.4,2.9,0.0,1.8,92.0,89.8,43928,21413,14.8,29095,21.1
1372,Pipestone,MN,20.3,24.5,6.4,16.8,85.3,1.5,0.9,1.2,5.0,0.0,1.9,94.5,90.6,46019,24137,10.7,9281,20.6
1373,Polk,MN,17.1,23.4,6.4,21.9,89.1,1.7,1.1,1.4,5.9,0.0,2.1,93.7,88.6,50695,25790,12.6,31704,16.0
1374,Pope,MN,22.7,21.2,5.8,20.5,92.1,0.4,0.5,0.5,1.2,0.0,1.0,97.5,96.6,52350,29128,9.2,10984,16.4
1375,Ramsey,MN,12.9,23.4,7.1,39.4,89.9,1.0,13.8,11.7,7.3,0.1,3.4,70.1,64.2,54247,29484,16.9,532655,3341.7
1376,Red Lake,MN,18.5,24.9,7.4,16.0,87.6,2.2,0.1,0.7,3.0,0.1,1.6,95.2,93.0,47569,23257,11.9,4043,9.5
1377,Redwood,MN,20.5,24.3,6.4,16.4,88.6,5.0,3.0,0.8,2.9,0.0,1.9,89.4,87.4,47447,25649,10.0,15515,18.3
1378,Renville,MN,20.4,22.5,5.8,14.6,89.2,1.2,0.6,0.5,7.8,0.0,1.4,96.2,89.0,50802,26062,11.6,15025,16.0
1379,Rice,MN,14.1,22.4,5.8,27.7,90.5,0.7,2.2,4.1,7.8,0.1,1.6,91.3,84.2,59915,25370,11.6,65151,129.4
1380,Rock,MN,20.5,24.9,6.4,17.9,90.1,0.5,0.7,0.8,2.5,0.0,1.3,96.7,94.6,46623,24101,13.1,9553,20.1
1381,Roseau,MN,15.7,24.6,6.0,17.9,90.8,1.6,2.7,0.4,1.1,0.0,1.6,93.7,92.7,50759,25650,9.7,15679,9.3
1382,St. Louis,MN,17.2,19.3,5.2,26.1,92.9,2.3,1.1,1.6,1.5,0.0,2.3,92.6,91.5,46517,25946,16.4,200949,32.0
1383,Scott,MN,9.3,28.8,7.4,38.0,94.6,1.1,6.2,3.6,4.8,0.1,2.1,87.0,82.9,86112,35467,5.5,139672,364.5
1384,Sherburne,MN,10.2,27.3,6.8,25.1,93.2,0.6,1.2,2.1,2.5,0.0,1.7,94.4,92.3,73098,28071,7.8,91126,204.4
1385,Sibley,MN,17.5,24.6,6.0,14.5,88.4,0.4,0.6,0.6,8.5,0.0,1.3,97.0,89.3,54017,25789,11.8,14918,25.9
1386,Stearns,MN,13.5,22.7,6.1,24.6,91.0,0.4,2.2,3.9,3.1,0.1,1.6,91.9,89.2,54551,26065,13.1,152912,112.2
1387,Steele,MN,16.0,25.2,6.7,24.9,92.4,0.4,0.9,2.7,7.5,0.0,1.3,94.7,87.7,56480,27259,10.3,36573,85.1
1388,Stevens,MN,16.3,20.9,5.3,27.5,91.6,1.4,1.8,1.3,4.2,0.1,2.0,93.4,89.9,54206,28746,15.4,9800,17.3
1389,Swift,MN,21.4,21.6,6.0,17.0,88.4,0.6,0.3,0.8,4.0,0.2,1.2,96.9,93.5,48026,25750,9.8,9436,13.2
1390,Todd,MN,19.2,24.0,6.9,12.6,86.2,0.5,0.6,0.5,5.5,0.2,1.4,96.8,91.8,45000,22383,15.7,24264,26.3
1391,Traverse,MN,25.7,20.7,4.8,15.1,89.5,4.8,0.1,0.5,1.9,0.1,2.0,92.4,91.1,45714,28030,9.0,3387,6.2
1392,Wabasha,MN,18.7,22.3,6.0,20.0,92.7,0.3,0.6,0.6,3.0,0.0,1.0,97.5,94.9,53057,28282,8.3,21362,41.4
1393,Wadena,MN,21.6,24.0,6.2,13.6,88.4,0.7,0.4,1.0,1.7,0.0,1.7,96.2,94.8,36928,20329,16.9,13757,25.8
1394,Waseca,MN,16.2,23.3,6.0,18.8,91.6,0.9,0.9,2.5,5.7,0.0,1.3,94.4,89.2,53657,25723,9.4,19025,45.2
1395,Washington,MN,12.8,25.2,6.1,40.5,95.9,0.5,5.5,4.3,3.8,0.1,2.1,87.4,84.1,81540,36706,5.7,249283,619.7
1396,Watonwan,MN,19.2,24.7,6.8,15.9,84.5,1.3,1.2,1.7,22.9,0.1,0.9,94.8,74.5,49698,25635,10.8,11083,25.8
1397,Wilkin,MN,18.1,23.0,5.8,16.5,90.1,1.4,0.4,0.4,2.4,0.0,1.2,96.6,94.5,50507,25148,9.2,6495,8.8
1398,Winona,MN,15.1,18.3,4.4,26.8,89.9,0.3,2.6,1.5,2.7,0.0,1.2,94.4,92.0,47468,23421,15.0,51097,82.2
1399,Wright,MN,11.2,28.7,7.4,26.5,93.5,0.4,1.3,1.2,2.7,0.0,1.6,95.5,93.1,71598,29623,6.5,129918,188.5
1400,Yellow Medicine,MN,20.1,23.4,6.4,17.4,90.0,3.4,0.5,0.4,4.2,0.1,1.4,94.2,90.6,52510,25303,12.2,10109,13.8
1401,Adams,MS,16.7,21.2,5.8,17.5,78.8,0.4,0.5,53.4,8.0,0.0,1.0,44.6,37.6,27381,17544,28.4,31737,69.8
1402,Alcorn,MS,17.1,23.8,6.2,17.4,78.5,0.3,0.4,12.5,3.1,0.0,1.0,85.7,82.9,33600,19145,20.8,37380,92.6
1403,Amite,MS,21.0,21.1,5.9,11.6,74.7,0.2,0.1,40.9,1.0,0.0,0.8,57.9,57.3,30750,16977,25.7,12629,18.0
1404,Attala,MS,19.5,25.1,7.0,16.0,73.2,0.3,0.3,42.3,2.0,0.0,0.6,56.4,54.8,31641,18422,27.7,19163,26.6
1405,Benton,MS,17.9,22.4,5.2,9.9,73.0,0.4,0.1,36.2,2.5,0.0,1.0,62.2,60.2,31060,18597,24.1,8296,21.5
1406,Bolivar,MS,13.7,25.6,7.5,21.2,73.8,0.2,0.7,64.7,2.2,0.1,0.6,33.8,32.3,28599,16462,34.3,33768,39.0
1407,Calhoun,MS,17.6,24.2,6.3,9.5,68.2,0.2,0.1,28.0,5.6,0.0,1.1,70.5,65.5,30000,17034,23.7,14745,25.5
1408,Carroll,MS,21.0,19.8,4.3,12.3,78.2,0.2,0.2,34.0,1.3,0.0,0.9,64.7,63.9,31039,16897,24.4,10254,16.9
1409,Chickasaw,MS,15.6,25.0,6.8,10.0,72.0,0.3,0.4,43.9,3.9,0.1,1.0,54.2,51.2,31061,16677,25.3,17313,34.7
1410,Choctaw,MS,19.2,22.5,5.6,12.6,78.3,0.3,0.3,29.5,1.3,0.1,1.2,68.6,67.7,29876,17145,24.1,8294,20.4
1411,Claiborne,MS,14.3,21.9,6.1,18.6,80.9,0.2,0.7,84.1,1.2,0.0,0.8,14.3,13.8,23689,12177,33.1,9080,19.7
1412,Clarke,MS,18.5,23.1,5.5,11.7,77.0,0.4,0.2,34.2,1.1,0.0,0.7,64.4,63.5,31362,18066,23.4,16299,24.2
1413,Clay,MS,16.3,24.2,6.1,17.9,79.1,0.2,0.2,58.6,1.4,0.0,0.7,40.2,39.4,30764,18273,26.4,20225,50.3
1414,Coahoma,MS,13.3,27.6,8.2,17.5,76.6,0.1,0.7,74.9,1.5,0.0,0.7,23.5,22.6,26407,15742,38.2,24807,47.3
1415,Copiah,MS,15.4,23.6,6.4,13.5,79.6,0.2,0.4,51.4,2.8,0.0,1.0,47.1,44.9,35421,18318,26.3,28797,37.9
1416,Covington,MS,17.0,24.8,7.1,14.2,76.5,0.2,0.3,35.9,2.1,0.1,1.0,62.6,61.2,33381,17241,29.9,19442,47.3
1417,DeSoto,MS,11.8,26.7,6.3,21.6,88.6,0.3,1.4,24.9,4.9,0.1,1.4,71.9,67.5,58505,25176,9.8,170913,338.7
1418,Forrest,MS,12.7,23.1,6.8,27.0,83.8,0.4,1.1,37.0,3.2,0.1,1.4,60.0,57.5,36726,19736,27.6,76330,160.7
1419,Franklin,MS,17.8,24.5,5.6,11.3,81.1,0.2,0.1,35.5,0.8,0.0,0.9,63.2,62.7,32372,24234,23.0,7833,14.4
1420,George,MS,14.5,26.2,7.3,10.3,83.8,0.4,0.3,8.5,2.2,0.0,0.9,89.8,87.8,43958,20217,18.6,23303,47.2
1421,Greene,MS,12.9,20.0,4.8,7.8,75.7,0.4,0.1,27.2,1.0,0.0,0.8,71.5,70.6,36888,14463,18.2,14326,20.2
1422,Grenada,MS,16.6,23.7,6.2,14.7,78.4,0.2,0.4,42.4,1.2,0.0,0.9,56.0,55.2,34129,21084,21.9,21666,51.9
1423,Hancock,MS,17.3,22.1,5.4,22.0,85.4,0.6,1.1,8.4,3.6,0.1,2.0,87.8,84.7,44522,22621,18.7,45949,92.7
1424,Harrison,MS,13.2,24.3,7.0,20.7,85.6,0.5,3.0,24.0,5.4,0.1,2.5,69.8,65.3,43124,22677,19.9,199058,326.0
1425,Hinds,MS,12.1,25.2,6.7,27.4,85.1,0.2,0.8,70.8,1.6,0.0,0.9,27.3,26.2,37626,20448,25.3,243729,282.0
1426,Holmes,MS,13.5,26.8,7.7,12.7,71.4,0.1,0.5,82.2,0.9,0.0,0.6,16.6,16.4,22325,12113,43.5,18459,25.4
1427,Humphreys,MS,14.2,27.4,7.4,10.9,64.1,0.1,0.4,75.0,2.5,0.1,1.0,23.5,22.0,23600,12874,44.9,8741,22.4
1428,Issaquena,MS,13.7,15.0,3.2,5.3,56.4,0.4,0.6,63.9,0.9,0.0,0.1,35.0,34.4,24767,13731,32.5,1397,3.4
1429,Itawamba,MS,17.4,21.9,6.0,13.5,76.7,0.3,0.3,6.8,1.4,0.0,0.7,91.9,90.7,36073,18106,15.7,23527,43.9
1430,Jackson,MS,14.2,24.2,5.9,19.6,86.3,0.4,2.3,22.1,5.5,0.1,1.8,73.3,68.5,48943,23879,15.9,141137,193.2
1431,Jasper,MS,18.0,23.5,6.8,12.9,76.6,0.2,0.2,52.4,1.2,0.1,0.7,46.4,45.6,31170,18075,22.1,16601,25.2
1432,Jefferson,MS,13.9,23.2,6.8,19.9,79.7,0.2,0.0,85.1,0.5,0.1,0.5,14.1,14.0,26028,12723,40.0,7599,14.9
1433,Jefferson Davis,MS,19.3,21.0,5.9,14.4,78.0,0.3,0.2,59.9,1.2,0.0,0.9,38.7,37.9,27186,16216,27.0,11822,30.6
1434,Jones,MS,15.5,25.6,7.2,16.8,78.7,0.6,0.5,29.3,4.3,0.0,0.9,68.7,65.1,38074,19519,23.0,68290,97.5
1435,Kemper,MS,17.2,20.8,4.3,10.4,75.9,3.5,0.2,60.4,0.8,0.0,0.8,35.1,34.7,29003,13795,33.3,10163,13.6
1436,Lafayette,MS,11.3,18.1,5.4,37.2,86.3,0.3,2.6,23.7,2.3,0.1,1.2,72.0,70.2,43328,21388,25.6,52930,75.0
1437,Lamar,MS,11.6,25.8,6.9,33.1,90.3,0.3,1.3,20.6,2.5,0.1,1.2,76.4,74.4,51154,26345,17.4,60099,112.0
1438,Lauderdale,MS,15.1,24.0,6.4,18.9,84.1,0.3,0.8,42.9,2.2,0.1,1.1,54.8,53.2,36203,21346,24.1,79739,114.1
1439,Lawrence,MS,16.2,24.0,6.1,12.9,82.3,0.3,0.3,31.4,1.9,0.0,0.9,67.0,65.6,38393,20655,18.8,12502,30.0
1440,Leake,MS,14.4,28.0,6.7,10.7,74.9,6.7,0.3,41.9,4.2,0.0,0.9,50.0,47.7,32521,16780,27.7,23193,40.8
1441,Lee,MS,14.3,25.8,7.0,21.8,82.9,0.2,0.8,28.7,2.5,0.0,1.2,69.0,66.9,42074,21799,18.3,85246,184.3
1442,Leflore,MS,12.6,27.0,7.4,19.0,73.2,0.4,0.7,72.7,2.5,0.0,0.7,25.5,24.0,24480,14307,40.4,31422,54.5
1443,Lincoln,MS,15.6,24.7,6.3,16.8,82.8,0.2,0.4,31.0,1.1,0.0,0.7,67.7,66.9,36498,19566,23.5,34775,59.5
1444,Lowndes,MS,14.4,24.1,6.7,21.4,82.0,0.2,0.7,44.0,1.9,0.1,1.1,53.9,52.5,37868,20951,25.4,59730,118.3
1445,Madison,MS,12.3,25.6,6.5,45.8,89.2,0.4,2.4,38.3,2.8,0.1,0.8,58.1,55.9,59904,33170,12.7,101688,133.2
1446,Marion,MS,16.6,24.2,6.5,13.2,74.3,0.2,0.3,32.4,1.4,0.0,1.0,66.0,64.9,29400,18126,28.2,25868,49.9
1447,Marshall,MS,15.0,22.1,5.9,11.2,73.9,0.3,0.3,47.6,3.3,0.0,0.9,50.9,48.1,36022,17978,22.2,36234,52.6
1448,Monroe,MS,17.6,23.0,5.6,13.1,76.7,0.3,0.2,30.8,1.1,0.0,0.9,67.8,67.0,36308,18167,21.6,36003,48.3
1449,Montgomery,MS,19.0,22.9,6.2,13.1,72.7,0.2,0.3,45.5,1.2,0.0,0.7,53.2,52.4,30466,15523,31.1,10400,26.8
1450,Neshoba,MS,14.7,28.1,7.4,12.6,77.2,16.4,0.4,21.2,2.0,0.0,1.5,60.4,59.1,37050,18693,24.1,29465,52.1
1451,Newton,MS,16.2,25.4,6.8,14.7,83.3,4.9,0.4,30.3,1.7,0.0,0.9,63.4,62.2,39190,18864,18.6,21832,37.6
1452,Noxubee,MS,15.7,25.3,6.9,11.2,65.5,0.2,0.3,71.7,1.1,0.0,0.8,26.9,26.2,24338,12780,34.6,11115,16.6
1453,Oktibbeha,MS,10.3,18.0,5.4,42.6,86.4,0.2,3.2,37.2,1.7,0.1,1.1,58.2,56.8,30987,20202,33.7,49414,104.0
1454,Panola,MS,14.2,25.9,7.2,14.3,75.8,0.3,0.2,49.7,1.8,0.0,1.0,48.7,47.5,35715,18073,25.3,34444,50.7
1455,Pearl River,MS,17.2,23.3,5.9,13.2,83.2,0.6,0.5,12.8,3.0,0.1,1.7,84.4,81.7,42510,20549,22.2,55224,68.9
1456,Perry,MS,17.2,23.6,6.2,8.2,80.0,0.4,0.2,20.2,1.3,0.0,1.2,77.9,76.9,36124,17183,21.0,12227,18.9
1457,Pike,MS,15.6,26.6,7.0,15.8,78.2,0.3,0.6,52.5,1.3,0.0,0.8,45.7,44.9,34841,18183,27.5,40058,98.8
1458,Pontotoc,MS,13.9,26.6,6.8,12.0,76.4,0.6,0.3,15.6,6.3,0.0,1.3,82.2,77.0,39899,18576,14.0,30950,60.2
1459,Prentiss,MS,17.0,22.9,6.4,11.4,72.7,0.3,0.2,14.2,1.3,0.0,1.2,84.2,83.2,32503,16589,24.2,25428,60.9
1460,Quitman,MS,15.0,24.9,6.8,13.7,68.0,0.2,0.3,69.1,1.0,0.0,1.3,29.0,28.4,22863,13954,40.7,7678,20.3
1461,Rankin,MS,13.3,24.3,6.3,28.5,88.9,0.2,1.2,20.2,2.6,0.1,1.1,77.2,75.0,57380,26897,11.5,148070,182.6
1462,Scott,MS,13.7,26.6,7.6,9.6,72.3,0.7,0.5,38.1,10.7,0.5,1.2,59.0,50.5,34534,16789,24.7,28461,46.4
1463,Sharkey,MS,16.1,25.4,7.1,21.1,77.3,0.2,0.3,69.6,1.7,0.0,0.8,29.2,28.1,35125,15744,31.2,4647,11.4
1464,Simpson,MS,15.6,25.3,6.4,14.7,78.3,0.3,0.4,35.7,1.6,0.1,0.9,62.6,61.5,38362,18314,22.6,27463,46.7
1465,Smith,MS,17.2,24.4,6.2,13.2,80.8,0.2,0.1,23.6,1.5,0.0,0.7,75.5,74.3,34753,20334,23.6,16188,25.9
1466,Stone,MS,14.3,22.4,5.5,13.6,84.5,0.5,0.3,19.8,1.7,0.0,1.1,78.2,76.8,42963,18576,18.0,17875,39.9
1467,Sunflower,MS,11.6,23.3,6.3,13.0,70.2,0.3,0.4,73.0,1.5,0.0,0.6,25.8,25.0,26619,12588,36.1,27496,42.2
1468,Tallahatchie,MS,13.5,20.4,5.4,8.5,65.7,0.3,0.9,56.4,6.2,0.1,1.0,41.3,36.1,29853,12747,30.2,14761,23.8
1469,Tate,MS,15.0,24.2,5.9,15.4,79.9,0.3,0.3,31.3,2.5,0.1,1.3,66.7,64.7,41494,20431,18.5,28204,71.4
1470,Tippah,MS,15.8,24.6,6.2,10.3,75.8,0.4,0.2,16.7,4.8,0.0,1.4,81.3,77.1,34636,18493,25.5,22039,48.6
1471,Tishomingo,MS,19.6,22.0,5.3,11.3,76.8,0.4,0.2,2.8,2.6,0.0,0.9,95.7,93.4,32592,18338,17.6,19420,46.2
1472,Tunica,MS,10.2,30.3,8.7,15.4,76.8,0.2,0.9,75.6,2.4,0.2,1.0,22.2,20.4,31446,15549,30.3,10598,23.7
1473,Union,MS,15.7,25.2,6.7,14.8,76.1,0.3,0.3,15.1,4.6,0.1,1.4,82.8,78.8,38373,19273,23.5,28097,65.3
1474,Walthall,MS,17.7,24.6,5.7,12.6,74.8,0.4,0.2,43.8,1.8,0.1,1.3,54.2,52.9,31090,16850,25.3,14859,38.2
1475,Warren,MS,14.6,24.8,6.5,24.7,83.4,0.3,0.9,48.2,2.0,0.0,1.0,49.6,48.1,41025,22362,24.4,47983,82.9
1476,Washington,MS,13.6,26.5,7.4,18.7,75.5,0.2,0.7,71.4,1.3,0.0,0.6,27.0,26.3,28093,16671,37.3,48958,70.6
1477,Wayne,MS,15.7,24.8,6.4,10.2,72.7,0.3,0.2,39.4,1.5,0.0,0.9,59.2,58.1,29925,18928,28.4,20490,25.6
1478,Webster,MS,16.6,24.2,5.9,19.0,81.3,0.2,0.3,19.7,1.3,0.0,1.1,78.7,77.5,33524,18728,24.9,9972,24.4
1479,Wilkinson,MS,15.5,21.7,6.0,11.8,71.9,0.2,0.2,70.2,0.7,0.0,0.5,28.9,28.6,33618,18717,27.8,9191,14.6
1480,Winston,MS,17.4,23.6,5.8,15.8,79.5,1.1,0.3,46.3,1.2,0.0,0.8,51.5,50.5,30821,18501,29.8,18478,31.6
1481,Yalobusha,MS,18.3,22.7,6.4,13.2,77.5,0.3,0.3,38.5,1.7,0.0,1.1,59.8,58.5,32930,18750,22.2,12276,27.1
1482,Yazoo,MS,12.4,24.2,6.7,11.9,74.1,0.3,0.6,57.4,5.6,0.0,1.0,40.8,36.1,26336,14291,35.5,27817,30.4
1483,Adair,MO,13.6,18.5,4.6,27.6,86.7,0.3,2.2,1.9,2.6,0.1,1.8,93.7,91.4,34733,19258,23.7,25602,45.1
1484,Andrew,MO,17.5,22.9,5.2,22.0,90.3,0.3,0.5,0.8,2.2,0.0,1.3,97.0,95.1,54336,25302,8.2,17379,40.0
1485,Atchison,MO,23.8,20.0,5.5,21.3,89.3,0.4,0.2,0.4,1.3,0.1,1.0,97.9,96.8,44426,24748,11.6,5382,10.4
1486,Audrain,MO,16.7,23.5,6.1,13.1,84.3,0.5,0.5,6.9,2.6,0.1,1.9,90.2,87.9,43013,19687,17.0,25887,36.9
1487,Barry,MO,20.2,23.0,6.4,13.3,82.2,1.3,1.4,0.5,8.8,0.1,1.7,95.1,87.1,38710,19489,19.1,35662,45.7
1488,Barton,MO,18.6,25.0,5.7,16.9,85.8,1.3,0.5,0.8,2.5,0.1,2.6,94.7,92.9,40580,20678,18.7,12057,21.0
1489,Bates,MO,18.7,24.1,5.9,11.9,83.9,0.8,0.2,1.1,2.2,0.0,1.5,96.4,94.6,38579,21047,18.6,16584,20.4
1490,Benton,MO,28.8,17.6,3.9,10.8,82.9,0.6,0.4,0.5,1.8,0.1,1.4,97.0,95.5,32951,19717,20.1,18806,27.1
1491,Bollinger,MO,18.0,22.4,6.0,10.9,79.7,0.7,0.2,0.4,0.9,0.0,1.0,97.6,96.8,37716,19470,19.9,12394,20.0
1492,Boone,MO,10.5,20.5,6.0,47.3,93.0,0.4,4.4,9.6,3.2,0.1,2.8,82.6,80.0,48627,26895,20.0,172717,237.3
1493,Buchanan,MO,14.6,22.9,6.7,20.1,86.1,0.6,1.1,6.0,6.0,0.3,2.3,89.6,84.4,44363,21961,17.0,89486,218.6
1494,Butler,MO,17.7,23.7,6.6,14.4,78.2,0.7,0.8,5.5,1.7,0.0,2.3,90.7,89.3,34969,19246,21.2,42972,61.6
1495,Caldwell,MO,18.9,23.9,5.3,13.5,86.9,0.7,0.3,0.5,2.0,0.0,1.7,96.8,95.1,41169,21482,14.3,9034,22.1
1496,Callaway,MO,14.2,21.5,5.7,21.1,86.0,0.5,0.9,4.7,2.0,0.0,2.0,91.9,90.4,47964,23171,13.0,44750,53.1
1497,Camden,MO,24.9,18.4,4.5,20.8,89.4,0.6,0.6,0.6,2.5,0.1,1.3,96.8,94.6,43458,23038,16.1,44021,67.1
1498,Cape Girardeau,MO,15.4,21.5,5.8,27.4,87.7,0.4,1.5,7.7,2.2,0.0,2.0,88.4,86.6,46516,23751,15.8,78043,130.8
1499,Carroll,MO,20.6,22.7,6.2,15.6,83.9,0.3,0.5,2.1,1.3,0.1,1.5,95.5,94.3,46002,24073,13.6,9043,13.4
1500,Carter,MO,17.8,23.9,6.3,13.8,74.7,1.1,0.1,0.4,1.9,0.0,1.9,96.3,94.9,30962,18245,21.9,6258,12.3
1501,Cass,MO,15.5,25.0,6.0,23.3,92.0,0.7,0.8,4.0,4.3,0.1,2.1,92.4,88.7,60350,27463,8.9,100889,142.8
1502,Cedar,MO,24.0,23.0,5.6,14.6,84.1,0.8,0.4,0.3,2.1,0.0,1.7,96.7,94.9,30302,16362,23.3,13952,29.5
1503,Chariton,MO,22.5,22.4,6.3,11.7,83.2,0.3,0.2,2.3,1.0,0.0,0.9,96.2,95.5,39385,19481,16.5,7694,10.4
1504,Christian,MO,14.3,26.1,6.4,25.9,91.6,0.7,0.6,0.8,2.9,0.1,1.8,96.1,93.6,52838,25134,10.6,82101,137.6
1505,Clark,MO,19.1,23.3,5.9,12.0,85.2,0.2,0.5,0.3,0.8,0.0,1.1,97.9,97.2,40204,20279,17.6,6917,14.1
1506,Clay,MO,12.8,25.0,6.5,30.6,91.8,0.6,2.3,6.0,6.6,0.3,2.6,88.2,82.4,60936,29406,9.0,233682,558.6
1507,Clinton,MO,17.3,23.8,5.9,17.1,90.4,0.7,0.5,1.6,2.1,0.0,1.7,95.4,93.6,53826,25100,10.2,20299,49.5
1508,Cole,MO,14.0,22.9,6.2,30.8,90.4,0.4,1.3,11.8,2.7,0.1,1.9,84.5,82.3,53931,26160,13.3,76557,193.0
1509,Cooper,MO,16.5,21.7,5.5,18.4,85.9,0.5,0.5,7.4,1.6,0.1,1.9,89.6,88.3,45992,22910,17.8,17585,31.2
1510,Crawford,MO,17.8,23.5,6.1,13.2,78.1,0.5,0.4,0.5,1.8,0.1,1.3,97.4,95.8,35897,18415,21.1,24650,33.3
1511,Dade,MO,22.2,21.1,4.6,13.2,85.3,0.9,0.3,0.5,1.8,0.0,2.5,95.8,94.3,35483,20034,20.6,7628,16.1
1512,Dallas,MO,19.6,23.3,5.8,14.1,76.9,1.0,0.2,0.3,1.8,0.1,1.8,96.7,95.1,40120,18155,22.8,16389,31.0
1513,Daviess,MO,18.9,26.2,6.3,16.4,84.2,0.4,0.2,0.6,1.5,0.0,1.2,97.5,96.2,42393,19890,14.7,8297,15.0
1514,DeKalb,MO,15.7,16.8,4.2,9.5,83.0,0.5,0.3,11.6,2.0,0.1,0.9,86.6,84.8,44092,16635,9.9,12692,30.6
1515,Dent,MO,20.3,22.8,5.9,11.4,76.8,1.0,0.9,0.6,1.4,0.0,1.7,95.8,94.6,36311,18544,20.9,15655,20.8
1516,Douglas,MO,22.2,21.5,5.6,10.5,81.7,0.6,0.3,0.4,1.2,0.0,1.9,96.7,95.7,32130,16404,22.6,13546,16.8
1517,Dunklin,MO,17.4,25.9,7.3,11.4,72.3,0.4,0.4,10.4,6.3,0.0,1.7,87.1,81.2,31304,17990,25.6,31344,59.1
1518,Franklin,MO,15.6,23.6,6.2,17.9,85.4,0.4,0.5,1.0,1.7,0.0,1.2,96.9,95.3,48857,24742,12.5,102084,110.0
